state,district,year,month,rain
Maharashtra,Nagpur,2016,January,17
Maharashtra,Nagpur,2016,February,18.8
Maharashtra,Nagpur,2016,March,18.9
Maharashtra,Nagpur,2016,April,0
Maharashtra,Nagpur,2016,May,2
Maharashtra,Nagpur,2016,June,141.2
Maharashtra,Nagpur,2016,July,383.1
Maharashtra,Nagpur,2016,August,396.7
Maharashtra,Nagpur,2016,September,228
Maharashtra,Nagpur,2016,October,24.5
Maharashtra,Nagpur,2016,November,58.8
Maharashtra,Nagpur,2016,December,0.4
Maharashtra,Nanded,2010,January,2.5
Maharashtra,Nanded,2010,February,0
Maharashtra,Nanded,2010,March,0.6
Maharashtra,Nanded,2010,April,1.1
Maharashtra,Nanded,2010,May,20.3
Maharashtra,Nanded,2010,June,74.3
Maharashtra,Nanded,2010,July,208.4
Maharashtra,Nanded,2010,August,95.7
Maharashtra,Nanded,2010,September,202.8
Maharashtra,Nanded,2010,October,46.8
Maharashtra,Nanded,2010,November,19
Maharashtra,Nanded,2010,December,0
Maharashtra,Nanded,2011,January,20.5
Maharashtra,Nanded,2011,February,1
Maharashtra,Nanded,2011,March,16.1
Maharashtra,Nanded,2011,April,2
Maharashtra,Nanded,2011,May,0
Maharashtra,Nanded,2011,June,26.3
Maharashtra,Nanded,2011,July,391.3
Maharashtra,Nanded,2011,August,125.8
Maharashtra,Nanded,2011,September,246
Maharashtra,Nanded,2011,October,54
Maharashtra,Nanded,2011,November,0
Maharashtra,Nanded,2011,December,0
Maharashtra,Nanded,2012,January,0
Maharashtra,Nanded,2012,February,0
Maharashtra,Nanded,2012,March,0
Maharashtra,Nanded,2012,April,0
Maharashtra,Nanded,2012,May,9.5
Maharashtra,Nanded,2012,June,79.3
Maharashtra,Nanded,2012,July,149.3
Maharashtra,Nanded,2012,August,287.1
Maharashtra,Nanded,2012,September,168.1
Maharashtra,Nanded,2012,October,52
Maharashtra,Nanded,2012,November,0
Maharashtra,Nanded,2012,December,0
Maharashtra,Nanded,2013,January,0
Maharashtra,Nanded,2013,February,0
Maharashtra,Nanded,2013,March,0
Maharashtra,Nanded,2013,April,0
Maharashtra,Nanded,2013,May,0
Maharashtra,Nanded,2013,June,144.5
Maharashtra,Nanded,2013,July,94.2
Maharashtra,Nanded,2013,August,191.2
Maharashtra,Nanded,2013,September,157
Maharashtra,Nanded,2013,October,0
Maharashtra,Nanded,2013,November,0
Maharashtra,Nanded,2013,December,0
Maharashtra,Nanded,2014,January,0
Maharashtra,Nanded,2014,February,0
Maharashtra,Nanded,2014,March,0
Maharashtra,Nanded,2014,April,0
Maharashtra,Nanded,2014,May,3
Maharashtra,Nanded,2014,June,85.5
Maharashtra,Nanded,2014,July,133.5
Maharashtra,Nanded,2014,August,124.8
Maharashtra,Nanded,2014,September,148.2
Maharashtra,Nanded,2014,October,5.5
Maharashtra,Nanded,2014,November,7.1
Maharashtra,Nanded,2014,December,0
Maharashtra,Nanded,2015,January,0
Maharashtra,Nanded,2015,February,0
Maharashtra,Nanded,2015,March,0
Maharashtra,Nanded,2015,April,0
Maharashtra,Nanded,2015,May,11.5
Maharashtra,Nanded,2015,June,70.3
Maharashtra,Nanded,2015,July,125.3
Maharashtra,Nanded,2015,August,132.8
Maharashtra,Nanded,2015,September,98
Maharashtra,Nanded,2015,October,56.2
Maharashtra,Nanded,2015,November,32.3
Maharashtra,Nanded,2015,December,2.3
Maharashtra,Nanded,2016,January,10
Maharashtra,Nanded,2016,February,21.5
Maharashtra,Nanded,2016,March,14
Maharashtra,Nanded,2016,April,1.3
Maharashtra,Nanded,2016,May,0.3
Maharashtra,Nanded,2016,June,91.4
Maharashtra,Nanded,2016,July,312.3
Maharashtra,Nanded,2016,August,232.4
Maharashtra,Nanded,2016,September,200.3
Maharashtra,Nanded,2016,October,77.8
Maharashtra,Nanded,2016,November,40.7
Maharashtra,Nanded,2016,December,0
Maharashtra,Nandurbar,2010,January,0
Maharashtra,Nandurbar,2010,February,0
Maharashtra,Nandurbar,2010,March,0
Maharashtra,Nandurbar,2010,April,0
Maharashtra,Nandurbar,2010,May,4.7
Maharashtra,Nandurbar,2010,June,124.2
Maharashtra,Nandurbar,2010,July,253
Maharashtra,Nandurbar,2010,August,571
Maharashtra,Nandurbar,2010,September,98.1
Maharashtra,Nandurbar,2010,October,42.6
Maharashtra,Nandurbar,2010,November,0
Maharashtra,Nandurbar,2010,December,0
Maharashtra,Nandurbar,2011,January,0
Maharashtra,Nandurbar,2011,February,0
Maharashtra,Nandurbar,2011,March,0
Maharashtra,Nandurbar,2011,April,0.5
Maharashtra,Nandurbar,2011,May,0
Maharashtra,Nandurbar,2011,June,357
Maharashtra,Nandurbar,2011,July,393.1
Maharashtra,Nandurbar,2011,August,211.9
Maharashtra,Nandurbar,2011,September,243.5
Maharashtra,Nandurbar,2011,October,0.5
Maharashtra,Nandurbar,2011,November,0
Maharashtra,Nandurbar,2011,December,0
Maharashtra,Nandurbar,2012,January,0
Maharashtra,Nandurbar,2012,February,0
Maharashtra,Nandurbar,2012,March,0
Maharashtra,Nandurbar,2012,April,0
Maharashtra,Nandurbar,2012,May,0
Maharashtra,Nandurbar,2012,June,164.3
Maharashtra,Nandurbar,2012,July,591.2
Maharashtra,Nandurbar,2012,August,604.9
Maharashtra,Nandurbar,2012,September,191.6
Maharashtra,Nandurbar,2012,October,34.3
Maharashtra,Nandurbar,2012,November,4.5
Maharashtra,Nandurbar,2012,December,0
Maharashtra,Nandurbar,2013,January,0
Maharashtra,Nandurbar,2013,February,0
Maharashtra,Nandurbar,2013,March,0
Maharashtra,Nandurbar,2013,April,0
Maharashtra,Nandurbar,2013,May,0
Maharashtra,Nandurbar,2013,June,169.3
Maharashtra,Nandurbar,2013,July,598
Maharashtra,Nandurbar,2013,August,206.7
Maharashtra,Nandurbar,2013,September,118.2
Maharashtra,Nandurbar,2013,October,0
Maharashtra,Nandurbar,2013,November,29.8
Maharashtra,Nandurbar,2013,December,0
Maharashtra,Nandurbar,2014,January,0
Maharashtra,Nandurbar,2014,February,0
Maharashtra,Nandurbar,2014,March,0
Maharashtra,Nandurbar,2014,April,0
Maharashtra,Nandurbar,2014,May,0
Maharashtra,Nandurbar,2014,June,78.9
Maharashtra,Nandurbar,2014,July,263.3
Maharashtra,Nandurbar,2014,August,345.2
Maharashtra,Nandurbar,2014,September,321.3
Maharashtra,Nandurbar,2014,October,29.8
Maharashtra,Nandurbar,2014,November,0
Maharashtra,Nandurbar,2014,December,0
Maharashtra,Nandurbar,2015,January,0
Maharashtra,Nandurbar,2015,February,0
Maharashtra,Nandurbar,2015,March,0
Maharashtra,Nandurbar,2015,April,0
Maharashtra,Nandurbar,2015,May,0
Maharashtra,Nandurbar,2015,June,27.3
Maharashtra,Nandurbar,2015,July,310
Maharashtra,Nandurbar,2015,August,152.8
Maharashtra,Nandurbar,2015,September,112.5
Maharashtra,Nandurbar,2015,October,65
Maharashtra,Nandurbar,2015,November,45.3
Maharashtra,Nandurbar,2015,December,6.7
Maharashtra,Nandurbar,2016,January,0
Maharashtra,Nandurbar,2016,February,0
Maharashtra,Nandurbar,2016,March,0
Maharashtra,Nandurbar,2016,April,0
Maharashtra,Nandurbar,2016,May,0
Maharashtra,Nandurbar,2016,June,94.3
Maharashtra,Nandurbar,2016,July,243.5
Maharashtra,Nandurbar,2016,August,225.2
Maharashtra,Nandurbar,2016,September,116.7
Maharashtra,Nandurbar,2016,October,63.7
Maharashtra,Nandurbar,2016,November,78
Maharashtra,Nandurbar,2016,December,0
Maharashtra,Nasik,2010,January,0
Maharashtra,Nasik,2010,February,0
Maharashtra,Nasik,2010,March,0
Maharashtra,Nasik,2010,April,0
Maharashtra,Nasik,2010,May,24.1
Maharashtra,Nasik,2010,June,173.5
Maharashtra,Nasik,2010,July,240.6
Maharashtra,Nasik,2010,August,584.1
Maharashtra,Nasik,2010,September,214.4
Maharashtra,Nasik,2010,October,85.6
Maharashtra,Nasik,2010,November,2
Maharashtra,Nasik,2010,December,0
Maharashtra,Nasik,2011,January,0.5
Maharashtra,Nasik,2011,February,0
Maharashtra,Nasik,2011,March,0
Maharashtra,Nasik,2011,April,2.2
Maharashtra,Nasik,2011,May,3.3
Maharashtra,Nasik,2011,June,388.3
Maharashtra,Nasik,2011,July,395.4
Maharashtra,Nasik,2011,August,260.8
Maharashtra,Nasik,2011,September,394.4
Maharashtra,Nasik,2011,October,45.8
Maharashtra,Nasik,2011,November,0
Maharashtra,Nasik,2011,December,0
Maharashtra,Nasik,2012,January,0
Maharashtra,Nasik,2012,February,0
Maharashtra,Nasik,2012,March,0.9
Maharashtra,Nasik,2012,April,0.1
Maharashtra,Nasik,2012,May,2.1
Maharashtra,Nasik,2012,June,155.3
Maharashtra,Nasik,2012,July,516.7
Maharashtra,Nasik,2012,August,615.4
Maharashtra,Nasik,2012,September,217.1
Maharashtra,Nasik,2012,October,55.6
Maharashtra,Nasik,2012,November,10.7
Maharashtra,Nasik,2012,December,0
Maharashtra,Nasik,2013,January,0
Maharashtra,Nasik,2013,February,0
Maharashtra,Nasik,2013,March,0
Maharashtra,Nasik,2013,April,2.8
Maharashtra,Nasik,2013,May,0.1
Maharashtra,Nasik,2013,June,270.3
Maharashtra,Nasik,2013,July,349.5
Maharashtra,Nasik,2013,August,330.7
Maharashtra,Nasik,2013,September,237.3
Maharashtra,Nasik,2013,October,0
Maharashtra,Nasik,2013,November,5
Maharashtra,Nasik,2013,December,0
Maharashtra,Nasik,2014,January,0
Maharashtra,Nasik,2014,February,0
Maharashtra,Nasik,2014,March,0
Maharashtra,Nasik,2014,April,1
Maharashtra,Nasik,2014,May,0
Maharashtra,Nasik,2014,June,53.2
Maharashtra,Nasik,2014,July,246.2
Maharashtra,Nasik,2014,August,353.7
Maharashtra,Nasik,2014,September,475.5
Maharashtra,Nasik,2014,October,53.8
Maharashtra,Nasik,2014,November,0.2
Maharashtra,Nasik,2014,December,0.5
Maharashtra,Nasik,2015,January,0
Maharashtra,Nasik,2015,February,0
Maharashtra,Nasik,2015,March,1.3
Maharashtra,Nasik,2015,April,0.2
Maharashtra,Nasik,2015,May,14.6
Maharashtra,Nasik,2015,June,45.5
Maharashtra,Nasik,2015,July,371.4
Maharashtra,Nasik,2015,August,123.1
Maharashtra,Nasik,2015,September,113.6
Maharashtra,Nasik,2015,October,73.2
Maharashtra,Nasik,2015,November,174.7
Maharashtra,Nasik,2015,December,2.7
Maharashtra,Nasik,2016,January,0
Maharashtra,Nasik,2016,February,0.5
Maharashtra,Nasik,2016,March,0.8
Maharashtra,Nasik,2016,April,0
Maharashtra,Nasik,2016,May,5.9
Maharashtra,Nasik,2016,June,191
Maharashtra,Nasik,2016,July,239.7
Maharashtra,Nasik,2016,August,307.1
Maharashtra,Nasik,2016,September,154.9
Maharashtra,Nasik,2016,October,69.6
Maharashtra,Nasik,2016,November,105.8
Maharashtra,Nasik,2016,December,0
Maharashtra,Osmanabad,2010,January,1.1
Maharashtra,Osmanabad,2010,February,0.6
Maharashtra,Osmanabad,2010,March,0
Maharashtra,Osmanabad,2010,April,10.7
Maharashtra,Osmanabad,2010,May,54.9
Maharashtra,Osmanabad,2010,June,150.5
Maharashtra,Osmanabad,2010,July,179.2
Maharashtra,Osmanabad,2010,August,44.7
Maharashtra,Osmanabad,2010,September,153.2
Maharashtra,Osmanabad,2010,October,81.3
Maharashtra,Osmanabad,2010,November,0
Maharashtra,Osmanabad,2010,December,0
Maharashtra,Osmanabad,2011,January,0
Maharashtra,Osmanabad,2011,February,0
Maharashtra,Osmanabad,2011,March,5.6
Maharashtra,Osmanabad,2011,April,6.8
Maharashtra,Osmanabad,2011,May,3.6
Maharashtra,Osmanabad,2011,June,61.9
Maharashtra,Osmanabad,2011,July,347.3
Maharashtra,Osmanabad,2011,August,172.4
Maharashtra,Osmanabad,2011,September,231.7
Maharashtra,Osmanabad,2011,October,31.5
Maharashtra,Osmanabad,2011,November,0
Maharashtra,Osmanabad,2011,December,0
Maharashtra,Osmanabad,2012,January,0
Maharashtra,Osmanabad,2012,February,0
Maharashtra,Osmanabad,2012,March,1
Maharashtra,Osmanabad,2012,April,0.3
Maharashtra,Osmanabad,2012,May,23.8
Maharashtra,Osmanabad,2012,June,117.8
Maharashtra,Osmanabad,2012,July,61.7
Maharashtra,Osmanabad,2012,August,164.4
Maharashtra,Osmanabad,2012,September,212.3
Maharashtra,Osmanabad,2012,October,40
Maharashtra,Osmanabad,2012,November,15.6
Maharashtra,Osmanabad,2012,December,0
Maharashtra,Osmanabad,2013,January,0
Maharashtra,Osmanabad,2013,February,0
Maharashtra,Osmanabad,2013,March,0
Maharashtra,Osmanabad,2013,April,0.2
Maharashtra,Osmanabad,2013,May,0.7
Maharashtra,Osmanabad,2013,June,197
Maharashtra,Osmanabad,2013,July,67.1
Maharashtra,Osmanabad,2013,August,129
Maharashtra,Osmanabad,2013,September,227
Maharashtra,Osmanabad,2013,October,0
Maharashtra,Osmanabad,2013,November,0
Maharashtra,Osmanabad,2013,December,0
Maharashtra,Osmanabad,2014,January,0
Maharashtra,Osmanabad,2014,February,0
Maharashtra,Osmanabad,2014,March,46.9
Maharashtra,Osmanabad,2014,April,22.8
Maharashtra,Osmanabad,2014,May,0
Maharashtra,Osmanabad,2014,June,51.2
Maharashtra,Osmanabad,2014,July,88.5
Maharashtra,Osmanabad,2014,August,187.8
Maharashtra,Osmanabad,2014,September,355.6
Maharashtra,Osmanabad,2014,October,5.8
Maharashtra,Osmanabad,2014,November,10.3
Maharashtra,Osmanabad,2014,December,2.3
Maharashtra,Osmanabad,2015,January,0
Maharashtra,Osmanabad,2015,February,0
Maharashtra,Osmanabad,2015,March,0.4
Maharashtra,Osmanabad,2015,April,2.4
Maharashtra,Osmanabad,2015,May,26.5
Maharashtra,Osmanabad,2015,June,49.9
Maharashtra,Osmanabad,2015,July,105.1
Maharashtra,Osmanabad,2015,August,230.1
Maharashtra,Osmanabad,2015,September,206
Maharashtra,Osmanabad,2015,October,93.2
Maharashtra,Osmanabad,2015,November,43.4
Maharashtra,Osmanabad,2015,December,7.3
Maharashtra,Osmanabad,2016,January,20.8
Maharashtra,Osmanabad,2016,February,3
Maharashtra,Osmanabad,2016,March,0
Maharashtra,Osmanabad,2016,April,1.1
Maharashtra,Osmanabad,2016,May,5.7
Maharashtra,Osmanabad,2016,June,151.7
Maharashtra,Osmanabad,2016,July,351.5
Maharashtra,Osmanabad,2016,August,284.6
Maharashtra,Osmanabad,2016,September,163.4
Maharashtra,Osmanabad,2016,October,59.9
Maharashtra,Osmanabad,2016,November,27.1
Maharashtra,Osmanabad,2016,December,1.3
Maharashtra,Parbhani,2010,January,3.5
Maharashtra,Parbhani,2010,February,0
Maharashtra,Parbhani,2010,March,0
Maharashtra,Parbhani,2010,April,0.7
Maharashtra,Parbhani,2010,May,18.3
Maharashtra,Parbhani,2010,June,93.6
Maharashtra,Parbhani,2010,July,173.4
Maharashtra,Parbhani,2010,August,87.3
Maharashtra,Parbhani,2010,September,175.9
Maharashtra,Parbhani,2010,October,28.2
Maharashtra,Parbhani,2010,November,9.8
Maharashtra,Parbhani,2010,December,0
Maharashtra,Parbhani,2011,January,8.9
Maharashtra,Parbhani,2011,February,0.4
Maharashtra,Parbhani,2011,March,6
Maharashtra,Parbhani,2011,April,0.6
Maharashtra,Parbhani,2011,May,0.3
Maharashtra,Parbhani,2011,June,66.9
Maharashtra,Parbhani,2011,July,807.7
Maharashtra,Parbhani,2011,August,107.7
Maharashtra,Parbhani,2011,September,131.6
Maharashtra,Parbhani,2011,October,128.8
Maharashtra,Parbhani,2011,November,0
Maharashtra,Parbhani,2011,December,0
Maharashtra,Parbhani,2012,January,0
Maharashtra,Parbhani,2012,February,0
Maharashtra,Parbhani,2012,March,11.4
Maharashtra,Parbhani,2012,April,0.1
Maharashtra,Parbhani,2012,May,8.8
Maharashtra,Parbhani,2012,June,104.7
Maharashtra,Parbhani,2012,July,101.6
Maharashtra,Parbhani,2012,August,497.1
Maharashtra,Parbhani,2012,September,148.7
Maharashtra,Parbhani,2012,October,65.5
Maharashtra,Parbhani,2012,November,0.8
Maharashtra,Parbhani,2012,December,0
Maharashtra,Parbhani,2013,January,0
Maharashtra,Parbhani,2013,February,0
Maharashtra,Parbhani,2013,March,0.2
Maharashtra,Parbhani,2013,April,1.2
Maharashtra,Parbhani,2013,May,0
Maharashtra,Parbhani,2013,June,157.8
Maharashtra,Parbhani,2013,July,222.7
Maharashtra,Parbhani,2013,August,192.4
Maharashtra,Parbhani,2013,September,223.2
Maharashtra,Parbhani,2013,October,0
Maharashtra,Parbhani,2013,November,20.3
Maharashtra,Parbhani,2013,December,0
Maharashtra,Parbhani,2014,January,3.5
Maharashtra,Parbhani,2014,February,0
Maharashtra,Parbhani,2014,March,7.1
Maharashtra,Parbhani,2014,April,12.1
Maharashtra,Parbhani,2014,May,0.5
Maharashtra,Parbhani,2014,June,110.4
Maharashtra,Parbhani,2014,July,152.6
Maharashtra,Parbhani,2014,August,128.9
Maharashtra,Parbhani,2014,September,239
Maharashtra,Parbhani,2014,October,19.7
Maharashtra,Parbhani,2014,November,35.3
Maharashtra,Parbhani,2014,December,0
Maharashtra,Parbhani,2015,January,0
Maharashtra,Parbhani,2015,February,0
Maharashtra,Parbhani,2015,March,0.3
Maharashtra,Parbhani,2015,April,1.4
Maharashtra,Parbhani,2015,May,23.4
Maharashtra,Parbhani,2015,June,78.2
Maharashtra,Parbhani,2015,July,166.2
Maharashtra,Parbhani,2015,August,213.9
Maharashtra,Parbhani,2015,September,129.3
Maharashtra,Parbhani,2015,October,62.2
Maharashtra,Parbhani,2015,November,45.4
Maharashtra,Parbhani,2015,December,4
Maharashtra,Parbhani,2016,January,10.2
Maharashtra,Parbhani,2016,February,1.7
Maharashtra,Parbhani,2016,March,23.6
Maharashtra,Parbhani,2016,April,1.5
Maharashtra,Parbhani,2016,May,0.1
Maharashtra,Parbhani,2016,June,93.3
Maharashtra,Parbhani,2016,July,435.7
Maharashtra,Parbhani,2016,August,367.9
Maharashtra,Parbhani,2016,September,169.2
Maharashtra,Parbhani,2016,October,39.9
Maharashtra,Parbhani,2016,November,28.6
Maharashtra,Parbhani,2016,December,0.2
Maharashtra,Pune,2010,January,0
Maharashtra,Pune,2010,February,0
Maharashtra,Pune,2010,March,0
Maharashtra,Pune,2010,April,0
Maharashtra,Pune,2010,May,15.5
Maharashtra,Pune,2010,June,181.2
Maharashtra,Pune,2010,July,87.1
Maharashtra,Pune,2010,August,316
Maharashtra,Pune,2010,September,182.5
Maharashtra,Pune,2010,October,17.5
Maharashtra,Pune,2010,November,1.3
Maharashtra,Pune,2010,December,0
Maharashtra,Pune,2011,January,0.9
Maharashtra,Pune,2011,February,0
Maharashtra,Pune,2011,March,0.1
Maharashtra,Pune,2011,April,1.8
Maharashtra,Pune,2011,May,2.8
Maharashtra,Pune,2011,June,228.7
Maharashtra,Pune,2011,July,383.4
Maharashtra,Pune,2011,August,237.8
Maharashtra,Pune,2011,September,272.7
Maharashtra,Pune,2011,October,105.5
Maharashtra,Pune,2011,November,0
Maharashtra,Pune,2011,December,0
Maharashtra,Pune,2012,January,0
Maharashtra,Pune,2012,February,0
Maharashtra,Pune,2012,March,1.3
Maharashtra,Pune,2012,April,0
Maharashtra,Pune,2012,May,8.2
Maharashtra,Pune,2012,June,191.8
Maharashtra,Pune,2012,July,332.8
Maharashtra,Pune,2012,August,390
Maharashtra,Pune,2012,September,197.7
Maharashtra,Pune,2012,October,57.1
Maharashtra,Pune,2012,November,4.2
Maharashtra,Pune,2012,December,0
Maharashtra,Pune,2013,January,0
Maharashtra,Pune,2013,February,0
Maharashtra,Pune,2013,March,0
Maharashtra,Pune,2013,April,6
Maharashtra,Pune,2013,May,0.6
Maharashtra,Pune,2013,June,267.8
Maharashtra,Pune,2013,July,261.2
Maharashtra,Pune,2013,August,225
Maharashtra,Pune,2013,September,134.6
Maharashtra,Pune,2013,October,2.8
Maharashtra,Pune,2013,November,12.5
Maharashtra,Pune,2013,December,0
Maharashtra,Pune,2014,January,0
Maharashtra,Pune,2014,February,0
Maharashtra,Pune,2014,March,13.7
Maharashtra,Pune,2014,April,0.8
Maharashtra,Pune,2014,May,0.8
Maharashtra,Pune,2014,June,148.4
Maharashtra,Pune,2014,July,99.5
Maharashtra,Pune,2014,August,216.1
Maharashtra,Pune,2014,September,259.4
Maharashtra,Pune,2014,October,60.1
Maharashtra,Pune,2014,November,4.4
Maharashtra,Pune,2014,December,6.8
Maharashtra,Pune,2015,January,0
Maharashtra,Pune,2015,February,0
Maharashtra,Pune,2015,March,0.4
Maharashtra,Pune,2015,April,0
Maharashtra,Pune,2015,May,2.3
Maharashtra,Pune,2015,June,60.4
Maharashtra,Pune,2015,July,317.7
Maharashtra,Pune,2015,August,141.8
Maharashtra,Pune,2015,September,153.5
Maharashtra,Pune,2015,October,119.2
Maharashtra,Pune,2015,November,150.3
Maharashtra,Pune,2015,December,0.9
Maharashtra,Pune,2016,January,0.1
Maharashtra,Pune,2016,February,0
Maharashtra,Pune,2016,March,16.1
Maharashtra,Pune,2016,April,0.4
Maharashtra,Pune,2016,May,4.6
Maharashtra,Pune,2016,June,210
Maharashtra,Pune,2016,July,212
Maharashtra,Pune,2016,August,172.7
Maharashtra,Pune,2016,September,157
Maharashtra,Pune,2016,October,97.5
Maharashtra,Pune,2016,November,90.9
Maharashtra,Pune,2016,December,0
Maharashtra,Raigad,2010,January,0
Maharashtra,Raigad,2010,February,0
Maharashtra,Raigad,2010,March,0
Maharashtra,Raigad,2010,April,0
Maharashtra,Raigad,2010,May,4
Maharashtra,Raigad,2010,June,521
Maharashtra,Raigad,2010,July,1019.6
Maharashtra,Raigad,2010,August,1335.3
Maharashtra,Raigad,2010,September,320.5
Maharashtra,Raigad,2010,October,26
Maharashtra,Raigad,2010,November,2
Maharashtra,Raigad,2010,December,0
Maharashtra,Raigad,2011,January,0
Maharashtra,Raigad,2011,February,0
Maharashtra,Raigad,2011,March,0.2
Maharashtra,Raigad,2011,April,0
Maharashtra,Raigad,2011,May,0
Maharashtra,Raigad,2011,June,662.3
Maharashtra,Raigad,2011,July,1541.8
Maharashtra,Raigad,2011,August,947
Maharashtra,Raigad,2011,September,775.7
Maharashtra,Raigad,2011,October,48.7
Maharashtra,Raigad,2011,November,0
Maharashtra,Raigad,2011,December,0
Maharashtra,Raigad,2012,January,0
Maharashtra,Raigad,2012,February,0
Maharashtra,Raigad,2012,March,1.1
Maharashtra,Raigad,2012,April,0
Maharashtra,Raigad,2012,May,73.2
Maharashtra,Raigad,2012,June,568.3
Maharashtra,Raigad,2012,July,1427
Maharashtra,Raigad,2012,August,1184.2
Maharashtra,Raigad,2012,September,365.1
Maharashtra,Raigad,2012,October,210.6
Maharashtra,Raigad,2012,November,2.4
Maharashtra,Raigad,2012,December,0
Maharashtra,Raigad,2013,January,0
Maharashtra,Raigad,2013,February,0
Maharashtra,Raigad,2013,March,0
Maharashtra,Raigad,2013,April,5.1
Maharashtra,Raigad,2013,May,0.1
Maharashtra,Raigad,2013,June,1086.6
Maharashtra,Raigad,2013,July,1024.3
Maharashtra,Raigad,2013,August,1062.8
Maharashtra,Raigad,2013,September,558.6
Maharashtra,Raigad,2013,October,8.6
Maharashtra,Raigad,2013,November,11
Maharashtra,Raigad,2013,December,0
Maharashtra,Raigad,2014,January,0
Maharashtra,Raigad,2014,February,0
Maharashtra,Raigad,2014,March,0
Maharashtra,Raigad,2014,April,0
Maharashtra,Raigad,2014,May,0
Maharashtra,Raigad,2014,June,815.4
Maharashtra,Raigad,2014,July,912.9
Maharashtra,Raigad,2014,August,965.5
Maharashtra,Raigad,2014,September,542.2
Maharashtra,Raigad,2014,October,86.2
Maharashtra,Raigad,2014,November,0.4
Maharashtra,Raigad,2014,December,0.6
Maharashtra,Raigad,2015,January,0
Maharashtra,Raigad,2015,February,0
Maharashtra,Raigad,2015,March,0
Maharashtra,Raigad,2015,April,0
Maharashtra,Raigad,2015,May,0.1
Maharashtra,Raigad,2015,June,205.4
Maharashtra,Raigad,2015,July,1185.3
Maharashtra,Raigad,2015,August,287.5
Maharashtra,Raigad,2015,September,349.3
Maharashtra,Raigad,2015,October,228.9
Maharashtra,Raigad,2015,November,203.3
Maharashtra,Raigad,2015,December,0
Maharashtra,Raigad,2016,January,0
Maharashtra,Raigad,2016,February,0
Maharashtra,Raigad,2016,March,0
Maharashtra,Raigad,2016,April,0.5
Maharashtra,Raigad,2016,May,0
Maharashtra,Raigad,2016,June,508.3
Maharashtra,Raigad,2016,July,1372.6
Maharashtra,Raigad,2016,August,946
Maharashtra,Raigad,2016,September,520.2
Maharashtra,Raigad,2016,October,131
Maharashtra,Raigad,2016,November,95.9
Maharashtra,Raigad,2016,December,0
Maharashtra,Ratnagiri,2010,January,0
Maharashtra,Ratnagiri,2010,February,0
Maharashtra,Ratnagiri,2010,March,0
Maharashtra,Ratnagiri,2010,April,0
Maharashtra,Ratnagiri,2010,May,27.9
Maharashtra,Ratnagiri,2010,June,848.7
Maharashtra,Ratnagiri,2010,July,1001.7
Maharashtra,Ratnagiri,2010,August,908.2
Maharashtra,Ratnagiri,2010,September,273.3
Maharashtra,Ratnagiri,2010,October,41.5
Maharashtra,Ratnagiri,2010,November,1.8
Maharashtra,Ratnagiri,2010,December,0
Maharashtra,Ratnagiri,2011,January,0.2
Maharashtra,Ratnagiri,2011,February,0
Maharashtra,Ratnagiri,2011,March,0
Maharashtra,Ratnagiri,2011,April,0
Maharashtra,Ratnagiri,2011,May,0
Maharashtra,Ratnagiri,2011,June,716.5
Maharashtra,Ratnagiri,2011,July,1352.6
Maharashtra,Ratnagiri,2011,August,873.8
Maharashtra,Ratnagiri,2011,September,597.9
Maharashtra,Ratnagiri,2011,October,93.6
Maharashtra,Ratnagiri,2011,November,0
Maharashtra,Ratnagiri,2011,December,0
Maharashtra,Ratnagiri,2012,January,0
Maharashtra,Ratnagiri,2012,February,0
Maharashtra,Ratnagiri,2012,March,0.8
Maharashtra,Ratnagiri,2012,April,0
Maharashtra,Ratnagiri,2012,May,310.9
Maharashtra,Ratnagiri,2012,June,790.5
Maharashtra,Ratnagiri,2012,July,1122.4
Maharashtra,Ratnagiri,2012,August,836.7
Maharashtra,Ratnagiri,2012,September,469.7
Maharashtra,Ratnagiri,2012,October,163.8
Maharashtra,Ratnagiri,2012,November,3.9
Maharashtra,Ratnagiri,2012,December,0
Maharashtra,Ratnagiri,2013,January,0
Maharashtra,Ratnagiri,2013,February,0
Maharashtra,Ratnagiri,2013,March,0
Maharashtra,Ratnagiri,2013,April,0.6
Maharashtra,Ratnagiri,2013,May,2.5
Maharashtra,Ratnagiri,2013,June,1254.1
Maharashtra,Ratnagiri,2013,July,880.1
Maharashtra,Ratnagiri,2013,August,1126.1
Maharashtra,Ratnagiri,2013,September,767.7
Maharashtra,Ratnagiri,2013,October,27.8
Maharashtra,Ratnagiri,2013,November,17.3
Maharashtra,Ratnagiri,2013,December,0
Maharashtra,Ratnagiri,2014,January,0
Maharashtra,Ratnagiri,2014,February,0
Maharashtra,Ratnagiri,2014,March,5.2
Maharashtra,Ratnagiri,2014,April,0
Maharashtra,Ratnagiri,2014,May,40.5
Maharashtra,Ratnagiri,2014,June,871.7
Maharashtra,Ratnagiri,2014,July,660.3
Maharashtra,Ratnagiri,2014,August,826.4
Maharashtra,Ratnagiri,2014,September,520.9
Maharashtra,Ratnagiri,2014,October,55.2
Maharashtra,Ratnagiri,2014,November,0.1
Maharashtra,Ratnagiri,2014,December,10.9
Maharashtra,Ratnagiri,2015,January,0
Maharashtra,Ratnagiri,2015,February,0
Maharashtra,Ratnagiri,2015,March,0.6
Maharashtra,Ratnagiri,2015,April,0
Maharashtra,Ratnagiri,2015,May,0.3
